Device,Max Clients,Unique Clients,Buildings
QLCSS 001P Hallway,2,7,QLCSS
QLCSS 206B,1,1,QLCSS
QLCSS 212T Hallway,0,1,QLCSS
QLCSS 313 Hallway,0,0,QLCSS
QLCSS 310,1,13,QLCSS
QLCSS 406,0,0,QLCSS
QLCSS 306F Hallway,1,11,QLCSS
QLCSS 312J Hallway,3,5,QLCSS
QLCSS 001N Hallway,3,3,QLCSS
QLCSS 213,2,2,QLCSS
QLCSS 101 Ewa,1,30,QLCSS
QLCSS 312 Hallway,4,5,QLCSS
QLCSS 407,1,10,QLCSS
QLCSS 312E Hallway,2,4,QLCSS
QLCSS 413H Hallway,2,5,QLCSS
QLCSS 414,2,3,QLCSS
QLCSS 409,1,1,QLCSS
QLCSS 214,4,10,QLCSS
QLCSS 209A,3,4,QLCSS
QLCSS 408,3,3,QLCSS
QLCSS 309D Hallway,1,7,QLCSS
QLCSS 001G Hallway,0,0,QLCSS
QLCSS 112L Hallway,3,7,QLCSS
QLCSS 112,1,8,QLCSS
QLCSS 413,0,1,QLCSS
QLCSS 014,5,11,QLCSS
QLCSS 105F Hallway,5,6,QLCSS
QLCSS 113P Hallway,2,15,QLCSS
QLCSS 212L Hallway,1,9,QLCSS
QLCSS 308 Hallway,1,2,QLCSS
QLCSS 013,0,0,QLCSS
QLCSS 010 Makai,5,5,QLCSS
QLCSS 013Q Hallway,0,0,QLCSS
QLCSS 010 Mauka,3,4,QLCSS
QLCSS 012,1,14,QLCSS
Crawford 212,2,5,Crawford Hall
Crawford 105 Makai,1,3,Crawford Hall
Crawford 113 Hallway,1,4,Crawford Hall
Crawford 220,1,2,Crawford Hall
Crawford 105 Mauka,0,0,Crawford Hall
Crawford 208 Hallway,4,5,Crawford Hall
Crawford 320,2,4,Crawford Hall
Crawford 114,1,1,Crawford Hall
Crawford 315 Hallway,1,2,Crawford Hall
Crawford 308 Hallway,3,3,Crawford Hall
Crawford 223 Hallway,1,5,Crawford Hall
Crawford 327 Hallway,0,1,Crawford Hall
Crawford 227 Hallway,1,3,Crawford Hall
Crawford 115 Makai,0,3,Crawford Hall
Kamakakuokalani 109 Outdoor,0,0,Hawaiian Studies (Kamakakuokalani)
QLCSS 101 DH,1,20,QLCSS
Kamakakuokalani 101B,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 210,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 105,1,1,Hawaiian Studies (Kamakakuokalani)
St John 616 Hallway,1,1,St. John
St John 614,1,1,St. John
St John 612 Hallway,2,3,St. John
St John 618A,0,0,St. John
Gartley 203,0,1,Gartley Hall
St John Garden 157,0,2,St. John
St John Garden 159,1,9,St. John
St John Garden 152,0,2,St. John
St John Garden 151,1,3,St. John
St John 317 Hallway,2,7,St. John
St John 011 DH,2,4,St. John
St John 002,4,22,St. John
St John 008,0,1,St. John
St John 102,4,19,St. John
St John 017,2,7,St. John
St John 212,1,5,St. John
St John 107,3,8,St. John
St John 111,1,8,St. John
St John 007,1,9,St. John
St John 203 Hallway,10,16,St. John
St John 606 Hallway,1,2,St. John
St John 115,4,25,St. John
St John 200B,1,12,St. John
St John 207,2,8,St. John
St John 206,6,18,St. John
St John 006,1,6,St. John
St John 205 Hallway,3,10,St. John
St John 112,0,6,St. John
St John 209,1,10,St. John
St John 103,3,15,St. John
St John 201,7,11,St. John
St John 110,1,5,St. John
St John 013,2,6,St. John
St John 402,0,1,St. John
St John 302,3,14,St. John
St John 308,4,6,St. John
Hawaii Hall 302E,1,2,Hawaii Hall
Gartley 101,0,0,Gartley Hall
Gartley 201 DH,0,0,Gartley Hall
Gartley 103 Ewa,10,12,Gartley Hall
Gartley 204,1,2,Gartley Hall
Gartley 214 Hallway,1,1,Gartley Hall
Gartley 205,5,5,Gartley Hall
Gartley 104,1,4,Gartley Hall
Gartley 102,1,2,Gartley Hall
Gartley 103 DH,3,5,Gartley Hall
Gartley 112,0,0,Gartley Hall
Gartley 201 Ewa,1,1,Gartley Hall
Athletics 246,1,8,Athletics
Wainani H 154,0,0,Wainani
Wainani F 703,9,14,Wainani
Wainani F 702,8,12,Wainani
Wainani F 704,3,5,Wainani
Wainani F 705,6,26,Wainani
Wainani F 305,6,28,Wainani
Wainani F 304,3,8,Wainani
Wainani F 301,4,11,Wainani
Wainani F 303,5,15,Wainani
Wainani F 302,11,19,Wainani
Wainani F 203,1,7,Wainani
Wainani F 202,3,25,Wainani
Wainani F 205,6,16,Wainani
Wainani F 201,6,20,Wainani
Wainani F 204,8,12,Wainani
Wainani F 503,6,14,Wainani
Wainani F 504,4,6,Wainani
Wainani F 505,6,15,Wainani
Wainani F 501,2,5,Wainani
Wainani F 502,12,15,Wainani
Wainani F 605,7,19,Wainani
Wainani F 603,3,7,Wainani
Wainani F 604,5,10,Wainani
Mokihana 1206,3,9,Mokihana
Mokihana 1006,3,11,Mokihana
Mokihana 806,2,8,Mokihana
Mokihana 606,0,5,Mokihana
Mokihana 406,2,12,Mokihana
Lehua 406A IDF,2,9,Lehua
St John 603,1,1,St. John
St John 515 Hallway,2,5,St. John
St John 512 Hallway,2,5,St. John
St John 516 Hallway,0,3,St. John
St John 510 Hallway,0,5,St. John
St John 515B,2,3,St. John
St John 506,1,3,St. John
St John 507,2,3,St. John
St John 502,2,4,St. John
St John 505,0,1,St. John
St John 602,2,3,St. John
St John 607,0,0,St. John
Gartley 007 Hallway,0,0,Gartley Hall
Gartley 004,1,1,Gartley Hall
Gartley 018,0,0,Gartley Hall
Gartley 001,1,1,Gartley Hall
Gartley 002,0,0,Gartley Hall
Klum Gym Makai,0,2,Klum Gym
Klum Gym Mauka,1,6,Klum Gym
Ching 109A Hallway,1,1,Ching
Ching 112 Hallway,2,3,Ching
Ching Locker RM2,1,2,Ching
Ching 106 Hallway,0,3,Ching
Ching Locker RM1,1,1,Ching
Ching 114 Hallway,3,7,Ching
Ching Mauka Entrance,0,2,Ching
Ching 110C,3,3,Ching
Korean Studies 105 Hallway,2,4,Korean Studies
Korean Studies 204 Hallway,1,4,Korean Studies
Makai Campus 16-3,1,5,Makai Campus Portables
Makai Campus 14-3,1,4,Makai Campus Portables
Makai Campus 15-5,2,8,Makai Campus Portables
Makai Campus 13-4,3,8,Makai Campus Portables
Makai Campus 13-1A,2,5,Makai Campus Portables
Makai Campus 14-1,3,9,Makai Campus Portables
Makai Campus 16-1,1,8,Makai Campus Portables
Ilima 1226,4,10,Ilima
Ilima 1234,9,16,Ilima
Ilima 1230,4,11,Ilima
Ilima 1238,7,11,Ilima
Ilima 1136,4,8,Ilima
Ilima 1026,8,13,Ilima
Ilima 1030,4,10,Ilima
Ilima 928,8,13,Ilima
Ilima 932,6,9,Ilima
Ilima 936,5,7,Ilima
Ilima 939,4,20,Ilima
Ilima 826,6,22,Ilima
Ilima 830,6,14,Ilima
Ilima 834,4,9,Ilima
Ilima 838,6,9,Ilima
Ilima 728,4,14,Ilima
Ilima 732,8,15,Ilima
Ilima 736,6,11,Ilima
Ilima 739,3,8,Ilima
Ilima 626,10,21,Ilima
Ilima 634,7,10,Ilima
Ilima 630,9,15,Ilima
Ilima 638,5,7,Ilima
Ilima 528,6,14,Ilima
Ilima 532,4,8,Ilima
Ilima 539,3,9,Ilima
AgEngineering 114,0,3,Ag. Engineering
Ilima 332,3,6,Ilima
Ilima 339,2,6,Ilima
Ilima 336,0,8,Ilima
Ilima 328,2,8,Ilima
Ilima 426,3,11,Ilima
Ilima 430,6,11,Ilima
Ilima 438,1,1,Ilima
Ilima 434,7,8,Ilima
Lehua 903,5,11,Lehua
Lehua 911,4,7,Lehua
Lehua 1001,5,8,Lehua
Lehua 907,5,10,Lehua
Lehua 707,5,6,Lehua
Lehua 714,7,10,Lehua
Lehua 801,5,9,Lehua
Lehua 805,5,25,Lehua
Lehua 813,2,3,Lehua
Lehua 809,3,6,Lehua
Lehua 711,5,7,Lehua
Lokelani 953,4,5,Lokelani
Lokelani 764,5,14,Lokelani
Lehua 311,2,11,Lehua
Lehua 609,7,11,Lehua
Lehua 613,4,8,Lehua
Lehua 503,7,45,Lehua
Lehua 511,5,8,Lehua
Lehua 507,2,5,Lehua
Lehua 605,4,16,Lehua
Lehua 514,3,18,Lehua
Lehua 601,2,10,Lehua
Lehua 314,3,5,Lehua
Lehua 307,1,1,Lehua
Lehua 409,3,5,Lehua
Lehua 405,1,6,Lehua
Lehua 413,3,10,Lehua
Lehua 401,2,8,Lehua
Lehua 303,2,43,Lehua
Hawaii Hall 302A/302B,2,5,Hawaii Hall
Lokelani 1055,9,15,Lokelani
Lokelani 1161,15,20,Lokelani
Lokelani 1153,6,12,Lokelani
Lokelani 1259,6,8,Lokelani
Lokelani 1157,10,16,Lokelani
Lokelani 1255,5,13,Lokelani
Lokelani 1263,2,11,Lokelani
Lokelani 1251,7,10,Lokelani
Lokelani 855,5,13,Lokelani
Lokelani 1063,5,12,Lokelani
Lokelani 1059,4,6,Lokelani
Lokelani 964,4,9,Lokelani
Lokelani 1051,5,16,Lokelani
Lokelani 961,6,13,Lokelani
Lokelani 957,3,8,Lokelani
Lokelani 859,5,10,Lokelani
Lokelani 863,6,11,Lokelani
Lokelani 761,4,8,Lokelani
Lokelani 851,9,20,Lokelani
Lokelani 651,2,14,Lokelani
Lokelani 561,7,16,Lokelani
Lokelani 753,5,9,Lokelani
Lokelani 757,8,29,Lokelani
Lokelani 564,5,15,Lokelani
Lokelani 659,4,8,Lokelani
Lokelani 663,4,8,Lokelani
Lokelani 553,7,21,Lokelani
Lokelani 655,5,12,Lokelani
Lokelani 557,9,35,Lokelani
Gilmore 107,1,4,Gilmore
Gilmore 605,0,1,Gilmore
Gilmore 106AA,2,6,Gilmore
Gilmore 115A,2,9,Gilmore
Gilmore 112 Hallway,6,11,Gilmore
Gilmore 212,1,6,Gilmore
Gilmore 110,2,8,Gilmore
Gilmore 108,2,7,Gilmore
Gilmore 105,2,9,Gilmore
Gilmore 100EA Hallway,0,1,Gilmore
CBA E501 DH,1,4,Shidler CBA
Gilmore 203,0,0,Gilmore
Gilmore 214,0,0,Gilmore
Gilmore 100EB Hallway,0,2,Gilmore
Gilmore 202,1,3,Gilmore
Gilmore 202E,0,2,Gilmore
Gilmore 209,1,5,Gilmore
Gilmore 207,1,3,Gilmore
Gilmore 210,2,5,Gilmore
Gilmore 308,1,2,Gilmore
Gilmore 307,1,2,Gilmore
Gilmore 404,0,1,Gilmore
Gilmore 503,1,6,Gilmore
Gilmore 506,4,4,Gilmore
Gilmore 609A,4,6,Gilmore
Gilmore 601A,1,2,Gilmore
Gilmore 603,1,4,Gilmore
Gilmore 607A,1,5,Gilmore
Gilmore 607,3,5,Gilmore
Gilmore 401,3,3,Gilmore
Gilmore 403,0,1,Gilmore
Gilmore 306,0,2,Gilmore
Gilmore 310A,0,3,Gilmore
Gilmore 310,1,3,Gilmore
Gilmore 303,1,3,Gilmore
Gilmore 311,0,4,Gilmore
Gilmore 301,1,1,Gilmore
Gilmore 413,0,0,Gilmore
Gilmore 409 Hallway,0,1,Gilmore
Gilmore 410,0,4,Gilmore
Gilmore 411,0,0,Gilmore
Gilmore 509,0,1,Gilmore
Gilmore 501,1,2,Gilmore
Gilmore 511,0,4,Gilmore
Gilmore 513,0,3,Gilmore
Gilmore 510,0,2,Gilmore
Gilmore 612A,1,4,Gilmore
Gilmore 610,1,3,Gilmore
PhyPlant 195 Mezzanine,3,5,Physical Plant
PhyPlant 194 Rm 01 Corner Ofc.,1,12,Physical Plant
PhyPlant 195 Fiscal Office,1,4,Physical Plant
Campus Security C,4,7,Campus Security
Campus Security B,3,19,Campus Security
Pamoa A-4,6,21,Campus Security
Stan Sheriff 104 Ewa,10,19,Stan Sheriff Center
Stan Sheriff 104 DH,2,22,Stan Sheriff Center
Temp Portables 101,4,26,Temporary Portables
Lincoln Annex 2,2,13,Lincoln Hall Annexes
Gateway Ewa 212,1,20,Gateway
Korean Studies 3rd Fl Library,0,0,Korean Studies
Lokelani 455,7,32,Lokelani
Lokelani 364,2,8,Lokelani
Kahanamoku Pool B124,0,0,Kahanamoku Pool
Landscaping BET,2,6,Landscaping
Lokelani 459,6,28,Lokelani
QLCSS 104,4,8,QLCSS
Transportation Portables,2,3,Transportation Portables
George 113A,1,1,George Hall
Music 112 Lower DH Court,9,13,Music
Music 116 Lower Ewa Court,1,2,Music
Lokelani 357,1,6,Lokelani
Lokelani 361,8,15,Lokelani
Lokelani 451,5,23,Lokelani
Lokelani 353,4,30,Lokelani
Gateway Ewa 415,4,5,Gateway
Gateway Ewa 410,3,19,Gateway
Gateway DH 405,5,93,Gateway
LowerCampus171P-1,0,0,Lower Campus
LowerCampus171N-1,1,1,Lower Campus
EHSO Ewa Trailer,3,8,Environmental Health & Safety Office
Gateway DH 400,1,7,Gateway
EHSO Classroom,4,20,Environmental Health & Safety Office
Letterwinners,1,16,Letterwinners Portable
Na Koa,5,14,Na Koa Portable
LowerCampus171C-43,1,4,Lower Campus
Lunalilo Portable 4,1,4,Lunalilo Portables
Saunders 512,0,5,Saunders Hall
Saunders 523,2,5,Saunders Hall
Saunders 519,0,0,Saunders Hall
Saunders 517,3,6,Saunders Hall
Saunders 515,1,3,Saunders Hall
Saunders 510,1,7,Saunders Hall
Saunders 515C,0,4,Saunders Hall
Saunders 640,4,9,Saunders Hall
Saunders 636,1,2,Saunders Hall
Saunders 632,2,2,Saunders Hall
Saunders 634,0,0,Saunders Hall
Saunders 638,1,2,Saunders Hall
Saunders 605,1,5,Saunders Hall
Saunders 640C,2,12,Saunders Hall
Saunders 637,7,12,Saunders Hall
Saunders 631,2,2,Saunders Hall
Saunders 635,0,1,Saunders Hall
Saunders 633,0,0,Saunders Hall
Saunders 608,0,1,Saunders Hall
Saunders 613,0,5,Saunders Hall
Saunders 617,0,5,Saunders Hall
Saunders 624,0,1,Saunders Hall
Saunders 619,1,2,Saunders Hall
Saunders 627,0,0,Saunders Hall
Saunders 620,3,4,Saunders Hall
Saunders 616,0,0,Saunders Hall
Saunders 623,0,1,Saunders Hall
Saunders 611,0,4,Saunders Hall
Athletics 135A,3,5,Athletics
Athletics 136A,1,3,Athletics
Saunders 721E,1,2,Saunders Hall
Saunders 720,0,0,Saunders Hall
Saunders 713,0,0,Saunders Hall
Saunders 723,1,1,Saunders Hall
Saunders 712,1,7,Saunders Hall
Saunders 715,0,0,Saunders Hall
Saunders 721K,0,0,Saunders Hall
Saunders 722,0,0,Saunders Hall
Saunders 713C Hallway,0,0,Saunders Hall
Athletics 136 Lockers,0,2,Athletics
Athletics 136E Hallway,4,7,Athletics
Saunders 704D,1,3,Saunders Hall
Saunders 704,0,0,Saunders Hall
Saunders 708,0,0,Saunders Hall
Saunders 704I,0,0,Saunders Hall
Saunders 707,0,0,Saunders Hall
Saunders 721G,0,0,Saunders Hall
Athletics 136L,1,5,Athletics
Saunders 541,0,2,Saunders Hall
QLCSS 306,2,4,QLCSS
Saunders 704F,2,14,Saunders Hall
Makai Campus 11-6 (AFROTC),2,5,Makai Campus Portables
Lower Campus 1-2,3,10,Lower Campus
Lower Campus 2-7,5,20,Lower Campus
Makai Campus 12-1 (Army ROTC),3,4,Makai Campus Portables
Biomed C202,1,5,Biomed
Biomed B201,0,0,Biomed
AgSci 201 Hallway,2,23,Ag. Science
St John 618,1,2,St. John
Athletics Gym 1,1,6,Athletics
Temp Portables 115,4,9,Temporary Portables
Temp Portables 122,0,2,Temporary Portables
Temp Portables 105,3,16,Temporary Portables
Laulima 407,0,1,Hale Laulima
PhyPlant193 102,5,10,Physical Plant
CBA A102 Ewa Mauka,0,0,Shidler CBA
CBA A101 DH Mauka,0,0,Shidler CBA
CBA A101 Ewa Mauka,0,0,Shidler CBA
CBA A102 DH Makai,0,1,Shidler CBA
CBA A102 DH Mauka,0,0,Shidler CBA
CBA A102 Ewa Makai,1,3,Shidler CBA
CBA A101 Ewa Makai,2,2,Shidler CBA
CBA A101 DH Makai,0,2,Shidler CBA
AgEngineering 122 Ewa,1,8,Ag. Engineering
Biomed T509C,0,0,Biomed
Wainani I Lounge,3,29,Wainani
Dean Hall 6,2,20,Dean Hall
Maile Way 2,8,33,Maile Way Annex
Everly 226,0,0,Everly
Everly 223,1,3,Everly
Everly 225,1,1,Everly
Everly 222,1,2,Everly
Everly 221,4,8,Everly
Everly 224,0,2,Everly
Everly 227,1,1,Everly
College Hill Attic,2,4,College Hill
Frear Q 1232 Conference room,2,3,Frear
Architecture 210 Mauka,0,1,Architecture Bldg
Architecture 210 Makai,1,3,Architecture Bldg
Architecture 205B Makai DH,2,2,Architecture Bldg
Architecture 205B Mauka Ewa,2,3,Architecture Bldg
Architecture 214,2,3,Architecture Bldg
Architecture 205B Mauka DH,0,0,Architecture Bldg
Architecture 215,0,2,Architecture Bldg
Architecture 310,0,0,Architecture Bldg
Architecture 305,1,1,Architecture Bldg
Architecture 312 DH,0,0,Architecture Bldg
Architecture 312 Ewa,1,3,Architecture Bldg
Architecture 106,4,4,Architecture Bldg
Architecture 104,2,4,Architecture Bldg
Architecture 308 Mauka,0,2,Architecture Bldg
Architecture 302 Ewa,0,0,Architecture Bldg
Architecture 308 Makai,0,0,Architecture Bldg
Architecture 302 DH,0,1,Architecture Bldg
Architecture 309,0,0,Architecture Bldg
Architecture 304,0,0,Architecture Bldg
Architecture 204,4,6,Architecture Bldg
Architecture 211,1,2,Architecture Bldg
Architecture 207B,3,4,Architecture Bldg
Architecture 212,0,1,Architecture Bldg
Architecture 301J,0,1,Architecture Bldg
Architecture 301B Hallway,3,3,Architecture Bldg
Architecture 101A Mauka,0,2,Architecture Bldg
Architecture 101A Makai,0,2,Architecture Bldg
Architecture 101,1,1,Architecture Bldg
Architecture 101C,0,1,Architecture Bldg
Architecture 101CA,0,1,Architecture Bldg
Architecture 203,1,3,Architecture Bldg
Architecture 201B,1,3,Architecture Bldg
Architecture 202,3,6,Architecture Bldg
Law School 207,2,7,Law School
Law School 203,0,1,Law School
Law School 208,1,11,Law School
Law School 204,0,1,Law School
Law School 101,3,5,Law School
Law School 102,6,9,Law School
Law School 109 Hallway,0,0,Law School
Law School 111 Hallway,0,0,Law School
Law School 247/248 Hallway,2,2,Law School
Law School 244/245 Hallway,0,1,Law School
Law School 252,0,2,Law School
Law School 250/251 Hallway,1,2,Law School
Law School 212,2,139,Law School
Law School 223,1,5,Law School
Law School 214/215 Hallway,1,14,Law School
Law School 210 Hallway,2,12,Law School
Law School 107,1,6,Law School
Law School 108,1,5,Law School
Laulima 102,3,5,Hale Laulima
Biomed T312E,1,3,Biomed
AgSci BET,0,3,Ag. Science
Gateway Cafe Ewa Side,6,83,Gateway
Gateway Cafe DH Side,10,124,Gateway
LowerCampus MaintShed,3,4,Lower Campus
Biomed T210,0,4,Biomed
Biomed T503B Hallway,0,0,Biomed
Biomed T509A,0,0,Biomed
Biomed T506,0,0,Biomed
Biomed T503FA Hallway,0,0,Biomed
Biomed T514,0,1,Biomed
Biomed T511,1,2,Biomed
Biomed T509D,0,1,Biomed
Biomed T514A Hallway,0,1,Biomed
Biomed T501A,0,0,Biomed
Biomed T113,1,3,Biomed
Biomed T106,1,1,Biomed
Biomed T208 DH,1,1,Biomed
Biomed T208 Ewa,0,1,Biomed
Biomed T211,0,2,Biomed
Biomed T211A,2,3,Biomed
Biomed T110A Hallway,0,5,Biomed
Biomed T609,1,5,Biomed
Biomed T404G,0,0,Biomed
Biomed T401B,3,4,Biomed
Biomed T415,0,3,Biomed
Biomed T411,0,1,Biomed
Biomed E125,1,9,Biomed
Biomed E117 Hallway,3,9,Biomed
Biomed E106 Hallway,6,8,Biomed
Biomed E113 Hallway,2,4,Biomed
Biomed E110 Hallway,2,9,Biomed
Biomed E104 Hallway,10,15,Biomed
Biomed T102,1,5,Biomed
Biomed E101,5,11,Biomed
Biomed T110D Hallway,0,3,Biomed
Biomed T301,0,1,Biomed
Biomed T603E,0,0,Biomed
Biomed T603B,1,5,Biomed
Biomed T601,0,1,Biomed
Biomed T304A Hallway,0,0,Biomed
Biomed T304D Hallway,0,0,Biomed
Biomed T608A,1,2,Biomed
Biomed T705A,0,0,Biomed
Biomed T309A,2,3,Biomed
Biomed T312A,0,3,Biomed
Biomed T705B,0,0,Biomed
Biomed T312,0,0,Biomed
Biomed T408C,0,0,Biomed
Biomed T404I Hallway,0,0,Biomed
Biomed T410,0,3,Biomed
Biomed T409E,2,2,Biomed
Biomed T409 Hallway,2,4,Biomed
Biomed T603,1,1,Biomed
Biomed T701E,0,1,Biomed
Biomed T611,0,0,Biomed
Biomed T608,3,3,Biomed
Biomed T606,3,3,Biomed
Biomed T612,0,1,Biomed
Biomed T709C,2,3,Biomed
Laulima 319,0,3,Hale Laulima
Kahawai 320,4,5,Hale Kahawai
Kahawai 318,7,9,Hale Kahawai
Kahawai 307,7,11,Hale Kahawai
Kahawai 302,3,6,Hale Kahawai
Kahawai 304,5,7,Hale Kahawai
Kahawai 314,6,9,Hale Kahawai
Kahawai 309,4,8,Hale Kahawai
Kahawai 312,2,4,Hale Kahawai
Laulima 214,4,5,Hale Laulima
Kahawai 412,6,9,Hale Kahawai
Kahawai 414,5,5,Hale Kahawai
Kahawai 418,0,0,Hale Kahawai
Kahawai 420,4,8,Hale Kahawai
Kahawai 402,0,2,Hale Kahawai
Kahawai 404,1,1,Hale Kahawai
Kahawai 407,0,0,Hale Kahawai
Kahawai 409,1,1,Hale Kahawai
Kahawai 220,5,8,Hale Kahawai
Kahawai 218,3,5,Hale Kahawai
Kahawai 202,2,2,Hale Kahawai
Kahawai 214,1,8,Hale Kahawai
Kahawai 209,1,7,Hale Kahawai
Kahawai 212,0,3,Hale Kahawai
Kahawai 204,2,5,Hale Kahawai
Kahawai 207,1,7,Hale Kahawai
Laulima 109,3,6,Hale Laulima
Laulima 409,0,0,Hale Laulima
Laulima 221,2,5,Hale Laulima
Laulima 209,6,8,Hale Laulima
Laulima 207,5,9,Hale Laulima
Laulima 421,5,6,Hale Laulima
Laulima 216,2,7,Hale Laulima
Laulima 219,1,10,Hale Laulima
Laulima 404,1,3,Hale Laulima
Laulima 204,0,0,Hale Laulima
Laulima 402,3,5,Hale Laulima
Laulima 419,1,3,Hale Laulima
Laulima 416,0,2,Hale Laulima
Laulima 414,0,0,Hale Laulima
Laulima 202,0,0,Hale Laulima
Mokihana 382,5,12,Mokihana
Mokihana 484,6,9,Mokihana
Mokihana 389,2,10,Mokihana
Mokihana 378,5,14,Mokihana
Mokihana 386,5,10,Mokihana
Laulima 104,6,10,Hale Laulima
Laulima 107,6,7,Hale Laulima
Mokihana 876,3,4,Mokihana
Mokihana 982,7,9,Mokihana
Frear D 903H,1,1,Frear
Frear D 905,0,0,Frear
Frear D 912H,0,0,Frear
Mokihana 476,7,14,Mokihana
Mokihana 1076,3,4,Mokihana
Mokihana 989,4,7,Mokihana
Frear D 901H,0,0,Frear
Mokihana 986,5,7,Mokihana
Mokihana 1080,4,6,Mokihana
Mokihana 582,6,8,Mokihana
Mokihana 586,6,11,Mokihana
Mokihana 676,6,8,Mokihana
Mokihana 578,5,9,Mokihana
Mokihana 688,4,11,Mokihana
Mokihana 589,4,9,Mokihana
Mokihana 680,7,9,Mokihana
Mokihana 684,7,11,Mokihana
Mokihana 778,4,9,Mokihana
Mokihana 782,2,2,Mokihana
Mokihana 786,7,13,Mokihana
Mokihana 880,7,13,Mokihana
Mokihana 888,5,8,Mokihana
Mokihana 789,5,8,Mokihana
Mokihana 884,6,10,Mokihana
Mokihana 1088,3,7,Mokihana
Mokihana 1084,6,11,Mokihana
Mokihana 978,3,4,Mokihana
Mokihana 1284,11,29,Mokihana
Mokihana 1280,2,5,Mokihana
Mokihana 1288,3,6,Mokihana
Mokihana 1186,5,10,Mokihana
Mokihana 1182,4,5,Mokihana
Frear SHO Assignment Office,5,11,Frear
Frear SHO Back Entry,2,4,Frear
Frear Q 330,9,14,Frear
Frear Q 221,6,7,Frear
Frear Q 1221,0,0,Frear
Frear Q 921,0,0,Frear
Frear Q 1121,0,0,Frear
Frear Q 321,3,3,Frear
Frear Q 1021,0,0,Frear
Frear Q 430,8,10,Frear
Frear Q 421,4,5,Frear
Frear Q 621,5,5,Frear
Frear Q 521,0,0,Frear
Frear Q 721,0,0,Frear
Frear Q 821,0,0,Frear
Frear D 305,4,5,Frear
Frear Q 530,9,13,Frear
Frear D 505,7,12,Frear
Frear D 412,5,8,Frear
Frear Q 225H,7,11,Frear
Frear D 501H,8,13,Frear
Frear D 301H,6,8,Frear
Frear D 408H,6,17,Frear
Frear D 201H,9,17,Frear
Frear D 212H,0,1,Frear
Frear Q 227H,6,13,Frear
Frear D 203H,11,14,Frear
Frear Q 425H,1,3,Frear
Frear D 403H,10,18,Frear
Frear D 312H,5,6,Frear
Frear D 512H,2,6,Frear
Frear D 112H,0,2,Frear
Frear D 101H,1,8,Frear
Frear D 503H,12,24,Frear
Frear D 401H,12,16,Frear
Frear D 208H,5,13,Frear
Frear D 303H,10,13,Frear
Frear 132 Game room,2,88,Frear
Frear Main Front Desk,4,102,Frear
Frear Q 825H,0,0,Frear
Frear Q 1030,0,0,Frear
Frear Q 1130,1,2,Frear
Frear D 712H,0,0,Frear
Frear D 801H,4,6,Frear
Frear D 705,5,8,Frear
Frear D 803H,8,10,Frear
Frear D 701C,9,12,Frear
Frear D 808H,2,6,Frear
Frear Q 925H,0,0,Frear
Frear Q 730,0,0,Frear
Frear Q 930,0,0,Frear
Frear D 812H,0,2,Frear
Frear Q 725H,0,0,Frear
Frear D 703H,9,15,Frear
Frear Q 625H,7,7,Frear
Frear D 608H,3,16,Frear
Frear D 601H,11,16,Frear
Frear D 612H,2,6,Frear
Frear Q 1025H,0,0,Frear
Frear Q 1125H,0,0,Frear
Frear Q 1225H,0,0,Frear
Athletics FB Meeting Rm 1,1,4,Athletics
Kahawai 116,5,7,Hale Kahawai
Kahawai 112,6,10,Hale Kahawai
Kahawai 118,2,7,Hale Kahawai
Kahawai 114,4,8,Hale Kahawai
Kahawai 120,0,4,Hale Kahawai
George 213,0,0,George Hall
LowerCampus171H-34,1,6,Lower Campus
LowerCampus171H-39,1,5,Lower Campus
Athletics 302 Hallway,5,8,Athletics
Athletics 326 Hallway,1,10,Athletics
Athletics 323 Hallway,3,6,Athletics
Athletics 200,2,21,Athletics
Athletics 230 Hallway,3,23,Athletics
Athletics 209 Hallway,1,1,Athletics
Athletics 216 Hallway,2,2,Athletics
Athletics 212 Hallway,1,1,Athletics
Athletics 206,1,2,Athletics
Athletics 110 Hallway,1,4,Athletics
Athletics 224,3,4,Athletics
Athletics 113 Hallway,1,3,Athletics
Athletics 105 Hallway,1,3,Athletics
Athletics 320 Hallway,1,5,Athletics
Athletics 205,0,0,Athletics
Athletics 102 Hallway,2,26,Athletics
Athletics 104 Hallway,6,11,Athletics
Athletics 221 Hallway,1,11,Athletics
Athletics 311 Hallway,1,3,Athletics
Athletics 316,0,9,Athletics
Athletics 314 Hallway,3,7,Athletics
Athletics 308 Hallway,2,4,Athletics
Athletics 228 Hallway,3,9,Athletics
Athletics FB Meeting Rm 2,0,0,Athletics
Athletics FB Meeting Rm 3,0,0,Athletics
Athletics FB Meeting Rm 4,1,12,Athletics
Athletics FB Meeting Rm 5,1,5,Athletics
Athletics FB Meeting Rm 6,0,0,Athletics
Hawaii Hall 307A,0,4,Hawaii Hall
Law Library A100B,4,26,Law Library
Law Library A115,1,1,Law Library
Law Library Makai-Center Ewa,0,19,Law Library
Law Library A101 Front Desk,3,7,Law Library
Law Library A105 Makai Ewa,0,2,Law Library
Law Library A101 Ewa,1,33,Law Library
Law Library A101 DH,1,28,Law Library
Law Library A105 Mauka Ewa,1,19,Law Library
Law Library A112,1,4,Law Library
Lunalilo Portable 1 Rm 6,2,14,Lunalilo Portables
