Device,Max Clients,Unique Clients,Buildings
RecCtr Gym Makai3,0,0,Warrior Recreational Center
Sinclair 501 DH,0,0,Sinclair Library
Bachman 101C,1,1,Bachman Hall
Bachman Annex 12 Rm 3,0,0,Bachman Hall
Campus Center 121 Bookstore Makai Ewa,2,2,Campus Center
Sinclair Basement 1V Hallway,3,3,Sinclair Library
Hemenway 107 Ewa,0,0,Hemenway Hall
Hemenway 101,0,0,Hemenway Hall
RecCtr A218,0,0,Warrior Recreational Center
Bachman Annex 10 Rm 1,1,1,Bachman Hall
Sinclair Mezzanine 1,0,0,Sinclair Library
Campus Center 121 (Bks School Supplies),0,0,Campus Center
RecCtr A115 Mens Locker Rm,0,0,Warrior Recreational Center
Bachman 105,0,0,Bachman Hall
Bachman 101,0,0,Bachman Hall
Sinclair Study Area Ewa,0,0,Sinclair Library
Campus Center UHFCU,0,0,Campus Center
Bachman 105F Hallway,0,0,Bachman Hall
RecCtr Gym DH2,0,0,Warrior Recreational Center
RecCtr Gym Makai1,0,0,Warrior Recreational Center
Campus Center 211C,0,0,Campus Center
Campus Center - 4th Fl Projection RM,0,0,Campus Center
Sinclair Annex 1 RM 7,1,1,Sinclair Annexes
Sinclair 202 Asia DH,0,0,Sinclair Library
Campus Center 300B Makai,0,0,Campus Center
Bachman 112B Hallway,0,1,Bachman Hall
Sinclair Circulation Area,0,0,Sinclair Library
Sinclair 306 AV Center,0,0,Sinclair Library
Bachman 207,0,0,Bachman Hall
Bachman 110E,0,0,Bachman Hall
Sinclair 202 Mauka,0,0,Sinclair Library
Campus Center 312,1,1,Campus Center
Campus Center 209,1,1,Campus Center
Sinclair 107,0,0,Sinclair Library
Miller 101 Makai,0,0,Miller Hall
Campus Center Ballroom Makai,0,0,Campus Center
Campus Center 316 Makai,0,0,Campus Center
Bookstore Warehouse Makai,0,0,Admin Services/Bookstore Warehouse
Sinclair Basement 4 Hallway,2,4,Sinclair Library
ParkingKioskBachman,0,0,Bachman Hall
RecCtr Track Makai1,0,0,Warrior Recreational Center
Sinclair Heritage Reading Room,0,0,Sinclair Library
Miller 1,0,0,Miller Hall
Bachman Annex #2,5,5,Bachman Hall
Campus Center 204C DH,0,0,Campus Center
Bachman 202B,0,0,Bachman Hall
Sinclair Basement 4B Hallway,1,1,Sinclair Library
Miller 12,0,0,Miller Hall
RecCtr 2nd Fl Fitness Rm Makai/DH,0,0,Warrior Recreational Center
Sinclair 202 Study Area,0,0,Sinclair Library
RecCtr 1st Fl Fitness Rm,0,0,Warrior Recreational Center
StarBucks Lobby Area,0,0,Campus Center
StarBucks East Enclosure,1,3,Campus Center
Admin Service 1 102,0,0,Admin Services/Bookstore Warehouse
Campus Center 204C Ewa,2,2,Campus Center
RecCtr C101 Makai,0,0,Warrior Recreational Center
RecCtr Gym Makai2,0,0,Warrior Recreational Center
RecCtr A102 Lobby,0,0,Warrior Recreational Center
Sinclair 309 Ewa Corner,1,1,Sinclair Library
Campus Center 211A,0,1,Campus Center
Campus Center 212C,0,1,Campus Center
Sinclair 201 Hallway,0,0,Sinclair Library
RecCtr 1st Fl Fitness Rm DH,1,1,Warrior Recreational Center
StarBucks West Enclosure,0,0,Campus Center
Sinclair 202 Ewa,0,1,Sinclair Library
Bachman Annex 9 Rm 3,0,1,Bachman Hall
Campus Center 121-Bookstore Receiving,0,0,Campus Center
RecCtr Track Mauka3,0,0,Warrior Recreational Center
Campus Center 117-Game Room,5,5,Campus Center
Campus Center 203C Hallway,0,0,Campus Center
RecCtr 2nd Fl Fitness Rm Mauka,0,1,Warrior Recreational Center
Lincoln Annex 6,1,2,Lincoln Hall Annexes
Campus Center 216,0,0,Campus Center
RecCtr Gym DH1,0,0,Warrior Recreational Center
Architecture 304,0,0,Architecture Bldg
Architecture 204,1,1,Architecture Bldg
Architecture 211,0,0,Architecture Bldg
Architecture 207B,1,1,Architecture Bldg
Architecture 212,0,0,Architecture Bldg
Architecture 301J,0,0,Architecture Bldg
Architecture 301B Hallway,1,1,Architecture Bldg
Architecture 101A Mauka,0,0,Architecture Bldg
Architecture 101A Makai,1,1,Architecture Bldg
Architecture 101,1,1,Architecture Bldg
Architecture 101C,0,0,Architecture Bldg
Architecture 101CA,0,0,Architecture Bldg
Architecture 203,0,0,Architecture Bldg
Architecture 201B,0,0,Architecture Bldg
Architecture 202,0,0,Architecture Bldg
Law School 207,0,0,Law School
Law School 203,0,0,Law School
Law School 208,0,1,Law School
Law School 204,0,0,Law School
Law School 101,0,0,Law School
Law School 102,3,3,Law School
Law School 109 Hallway,0,0,Law School
Law School 111 Hallway,0,0,Law School
Law School 247/248 Hallway,0,1,Law School
Law School 244/245 Hallway,0,0,Law School
Law School 252,0,0,Law School
Law School 250/251 Hallway,0,0,Law School
Law School 212,0,4,Law School
Law School 223,0,0,Law School
Law School 214/215 Hallway,0,1,Law School
Law School 210 Hallway,0,0,Law School
Law School 107,1,1,Law School
Law School 108,1,1,Law School
Laulima 102,2,2,Hale Laulima
Biomed T312E,0,0,Biomed
AgSci BET,0,0,Ag. Science
Gateway Cafe Ewa Side,0,0,Gateway
Gateway Cafe DH Side,0,1,Gateway
LowerCampus MaintShed,0,1,Lower Campus
Biomed T210,0,0,Biomed
Biomed T709,0,0,Biomed
Biomed T701N Hallway,0,0,Biomed
Biomed T709A,0,0,Biomed
Biomed T706,0,0,Biomed
Biomed T701 Hallway,0,0,Biomed
Biomed T706A,0,1,Biomed
Biomed T707,0,0,Biomed
Biomed T701K Hallway,0,0,Biomed
Biomed E204A,0,0,Biomed
Biomed E203,0,0,Biomed
Biomed E201E Hallway,2,2,Biomed
Biomed E201,0,0,Biomed
Biomed E209,0,0,Biomed
Hawaii Hall 103,0,0,Hawaii Hall
Hawaii Hall 209 DH,0,0,Hawaii Hall
Athletics 138,0,0,Athletics
Athletics 136X,1,1,Athletics
Athletics Treatment RM,0,0,Athletics
Athletics Training RM,0,0,Athletics
Athletics 140,0,0,Athletics
Athletics 139,0,0,Athletics
Biomed T309,0,0,Biomed
Biomed T310A,1,1,Biomed
Biomed T308,0,0,Biomed
Biomed T111D Hallway,0,0,Biomed
Biomed T103,0,0,Biomed
Biomed T111F Hallway,1,1,Biomed
Pope Lab 100C Hallway,0,0,Pope Laboratory
Pope Lab 124,0,0,Pope Laboratory
Pope Lab 120,1,1,Pope Laboratory
Frear SHO Directors Office,1,1,Frear
Pope Lab 104,1,2,Pope Laboratory
Pope Lab 115 Hallway,0,0,Pope Laboratory
Pope LAb 120A,0,0,Pope Laboratory
Pope Lab 105 Hallway,0,0,Pope Laboratory
ResLife Conference Room,0,1,Johnson
Pope Lab Greenhouse DH,0,0,Pope Laboratory
Pope Lab Greenhouse Ewa,0,0,Pope Laboratory
Softball 201 Press Box,0,1,Softball Stadium
Lokelani 1309,1,3,Lokelani
Biomed BET,0,0,Biomed
George 104,0,0,George Hall
KHET Ewa 2nd Fl,0,0,KHET Building
Frear D 105,0,0,Frear
Frear Q 325H,5,6,Frear
Frear Q 525H,1,2,Frear
KHET DH 2ndFl,0,0,KHET Building
AgEngineering 106,1,3,Ag. Engineering
AgEngineering 111,0,0,Ag. Engineering
AgEngineering 120,0,1,Ag. Engineering
AgEngineering 123,0,0,Ag. Engineering
AgEngineering 126,0,0,Ag. Engineering
AgEngineering 103,0,0,Ag. Engineering
AgEngineering 122 DH,0,0,Ag. Engineering
Frear D 603H,8,13,Frear
Frear Q 630,0,0,Frear
Ching 206 Hallway,0,1,Ching
Ching Volleyball Court,0,1,Ching
Ching 3rd Fl Press Box Ewa,0,0,Ching
Ching 3rd Fl Press Box DH,0,0,Ching
Ching 307 Hallway,0,0,Ching
Frear D 1001H,0,0,Frear
Frear D 1101H,0,0,Frear
Frear D 1012H,0,0,Frear
Ching 209 Hallway,1,1,Ching
Ching 208 Hallway,0,0,Ching
Mokihana 488,2,3,Mokihana
Frear D 1108H,0,0,Frear
Frear D 1103H,0,0,Frear
Frear D 1201H,0,0,Frear
Frear D 1112H,0,0,Frear
Frear D 1212H,0,0,Frear
Frear D 1208H,1,1,Frear
Frear D 1008H,0,0,Frear
Frear D 1003H,0,0,Frear
Frear D 1203H,0,0,Frear
Mokihana 1276,2,2,Mokihana
Mokihana 1189,2,5,Mokihana
Laulima 309,0,0,Hale Laulima
Laulima 321,1,1,Hale Laulima
Laulima 316,0,0,Hale Laulima
Laulima 307,5,6,Hale Laulima
Laulima 304,2,2,Hale Laulima
Laulima 314,1,1,Hale Laulima
Laulima 302,2,3,Hale Laulima
Laulima 319,0,0,Hale Laulima
Kahawai 320,3,3,Hale Kahawai
Kahawai 318,3,3,Hale Kahawai
Kahawai 307,4,6,Hale Kahawai
Kahawai 302,3,3,Hale Kahawai
Kahawai 304,2,4,Hale Kahawai
Kahawai 314,4,5,Hale Kahawai
Kahawai 309,3,4,Hale Kahawai
Kahawai 312,1,3,Hale Kahawai
Laulima 214,3,4,Hale Laulima
Kahawai 412,4,5,Hale Kahawai
Kahawai 414,3,4,Hale Kahawai
Kahawai 418,0,0,Hale Kahawai
Kahawai 420,2,2,Hale Kahawai
Kahawai 402,0,0,Hale Kahawai
Kahawai 404,0,0,Hale Kahawai
Kahawai 407,1,1,Hale Kahawai
Kahawai 409,1,1,Hale Kahawai
Kahawai 220,4,5,Hale Kahawai
Kahawai 218,2,2,Hale Kahawai
Kahawai 202,1,1,Hale Kahawai
Kahawai 214,0,1,Hale Kahawai
Kahawai 209,0,0,Hale Kahawai
Kahawai 212,0,0,Hale Kahawai
Kahawai 204,1,2,Hale Kahawai
Kahawai 207,0,0,Hale Kahawai
Laulima 109,3,3,Hale Laulima
Laulima 409,0,0,Hale Laulima
Laulima 221,0,0,Hale Laulima
Laulima 209,2,3,Hale Laulima
Laulima 207,3,4,Hale Laulima
Laulima 421,5,5,Hale Laulima
Laulima 216,1,1,Hale Laulima
Laulima 219,0,0,Hale Laulima
Laulima 404,1,1,Hale Laulima
Laulima 204,0,0,Hale Laulima
Laulima 402,2,2,Hale Laulima
Laulima 419,1,2,Hale Laulima
Laulima 416,0,0,Hale Laulima
Laulima 414,0,0,Hale Laulima
Laulima 202,0,0,Hale Laulima
Mokihana 382,1,1,Mokihana
Mokihana 484,3,8,Mokihana
Mokihana 389,1,4,Mokihana
Mokihana 378,3,5,Mokihana
Mokihana 386,2,2,Mokihana
Laulima 104,3,4,Hale Laulima
Laulima 107,3,3,Hale Laulima
Mokihana 876,2,2,Mokihana
Mokihana 982,4,5,Mokihana
Frear D 903H,0,0,Frear
Frear D 905,0,0,Frear
Frear D 912H,0,0,Frear
Mokihana 476,3,3,Mokihana
Mokihana 1076,1,1,Mokihana
Mokihana 989,0,0,Mokihana
Frear D 901H,0,0,Frear
Mokihana 986,3,3,Mokihana
Mokihana 1080,1,2,Mokihana
Mokihana 582,4,5,Mokihana
Mokihana 586,5,6,Mokihana
Mokihana 676,4,4,Mokihana
Mokihana 578,3,3,Mokihana
Mokihana 688,2,2,Mokihana
Mokihana 589,4,4,Mokihana
Mokihana 680,5,7,Mokihana
Mokihana 684,5,5,Mokihana
Mokihana 778,4,5,Mokihana
Mokihana 782,2,4,Mokihana
Mokihana 786,6,8,Mokihana
Mokihana 880,4,5,Mokihana
Mokihana 888,1,2,Mokihana
Mokihana 789,5,5,Mokihana
Mokihana 884,3,4,Mokihana
Mokihana 1088,2,3,Mokihana
Mokihana 1084,2,3,Mokihana
Mokihana 978,0,0,Mokihana
Mokihana 1284,9,11,Mokihana
Mokihana 1280,2,2,Mokihana
Mokihana 1288,2,3,Mokihana
Mokihana 1186,3,5,Mokihana
Mokihana 1182,1,2,Mokihana
Frear SHO Assignment Office,0,0,Frear
Frear SHO Back Entry,0,0,Frear
Frear Q 330,10,11,Frear
Frear Q 221,7,8,Frear
Frear Q 1221,0,0,Frear
Frear Q 921,0,0,Frear
Frear Q 1121,0,0,Frear
Frear Q 321,2,3,Frear
Frear Q 1021,0,0,Frear
Saunders 330,0,0,Saunders Hall
Saunders 328,1,1,Saunders Hall
Saunders 507,1,1,Saunders Hall
Saunders 504,0,0,Saunders Hall
Athletics 241 Makai Ewa,0,0,Athletics
Athletics 241 Makai DH,0,0,Athletics
Frear Q 430,3,4,Frear
Frear Q 421,4,4,Frear
Frear Q 621,4,4,Frear
Frear Q 521,0,0,Frear
Frear Q 721,0,0,Frear
Frear Q 821,0,0,Frear
Frear D 305,5,5,Frear
Frear Q 530,10,12,Frear
Frear D 505,6,7,Frear
Frear D 412,2,5,Frear
Frear Q 225H,4,6,Frear
Frear D 501H,4,7,Frear
Frear D 301H,5,7,Frear
Frear D 408H,5,10,Frear
Frear D 201H,6,8,Frear
Frear D 212H,0,0,Frear
Frear Q 227H,4,6,Frear
Frear D 203H,10,15,Frear
Frear Q 425H,1,2,Frear
Frear D 403H,9,10,Frear
Frear D 312H,5,5,Frear
Frear D 512H,1,1,Frear
Frear D 112H,0,0,Frear
Frear D 101H,0,0,Frear
Frear D 503H,6,7,Frear
Frear D 401H,6,8,Frear
Frear D 208H,5,7,Frear
Frear D 303H,6,8,Frear
Frear 132 Game room,1,2,Frear
Frear Main Front Desk,2,3,Frear
Frear Q 825H,0,0,Frear
Frear Q 1030,0,0,Frear
Frear Q 1130,0,0,Frear
Frear D 712H,1,1,Frear
Frear D 801H,4,6,Frear
Frear D 705,4,8,Frear
Frear D 803H,5,7,Frear
Frear D 701C,5,10,Frear
Frear D 808H,1,1,Frear
Frear Q 925H,0,0,Frear
Law Library A119,2,2,Law Library
Law Library A105/A121 wall,1,2,Law Library
Law Library A120,1,2,Law Library
Law School 128 Mauka,0,0,Law School
Law School 130 Makai DH,0,0,Law School
Law School 132 Makai DH,0,0,Law School
Law School 132 Makai Ewa,0,0,Law School
Law School 130 Makai Ewa,0,0,Law School
Law School 130 Mauka Ewa,0,0,Law School
Law School 130 Mauka DH,0,0,Law School
Law Library A105 Makai DH,0,0,Law Library
Law Library A106,1,1,Law Library
Law Library A105 Mauka Center,1,3,Law Library
George 112,0,0,George Hall
George 113B,0,0,George Hall
George 103,0,0,George Hall
George 114,0,0,George Hall
George 106B,1,1,George Hall
George 226,0,0,George Hall
George 321 Hallway,0,0,George Hall
George 326 Hallway,0,0,George Hall
Law School 128 Makai,0,0,Law School
George 227 Makai Ewa,0,0,George Hall
George 227 Mauka Ewa,0,0,George Hall
George 344 Hallway,0,0,George Hall
George 225 Hallway,0,0,George Hall
George 346,0,0,George Hall
George 211,0,0,George Hall
George 206 Hallway,1,1,George Hall
George 215,0,0,George Hall
George 212,0,0,George Hall
George 214,0,0,George Hall
George 316 Hallway,0,0,George Hall
George 308 Hallway,0,0,George Hall
George 313 Hallway,0,0,George Hall
George 222 Hallway,0,0,George Hall
George 203 Hallway,0,0,George Hall
George 304 Hallway,0,0,George Hall
Parking Kiosk Maile Way,0,1,Entrance Kiosks
QLCSS 212E Hallway,1,1,QLCSS
QLCSS 312UC Hallway,0,1,QLCSS
QLCSS 206BD Hallway,0,0,QLCSS
QLCSS 001P Hallway,1,1,QLCSS
QLCSS 206B,0,1,QLCSS
QLCSS 212T Hallway,0,0,QLCSS
QLCSS 313 Hallway,0,0,QLCSS
QLCSS 310,0,0,QLCSS
QLCSS 406,0,0,QLCSS
QLCSS 306F Hallway,0,0,QLCSS
QLCSS 312J Hallway,0,0,QLCSS
QLCSS 001N Hallway,2,2,QLCSS
QLCSS 213,2,2,QLCSS
QLCSS 101 Ewa,0,1,QLCSS
QLCSS 312 Hallway,0,0,QLCSS
QLCSS 407,0,0,QLCSS
QLCSS 312E Hallway,0,0,QLCSS
QLCSS 413H Hallway,1,1,QLCSS
QLCSS 414,2,2,QLCSS
QLCSS 409,0,0,QLCSS
QLCSS 214,3,3,QLCSS
QLCSS 209A,4,4,QLCSS
QLCSS 408,3,3,QLCSS
QLCSS 309D Hallway,0,0,QLCSS
QLCSS 001G Hallway,0,0,QLCSS
QLCSS 112L Hallway,2,2,QLCSS
QLCSS 112,0,0,QLCSS
QLCSS 413,0,0,QLCSS
QLCSS 014,0,0,QLCSS
QLCSS 105F Hallway,1,1,QLCSS
QLCSS 113P Hallway,1,1,QLCSS
QLCSS 212L Hallway,0,0,QLCSS
QLCSS 308 Hallway,0,0,QLCSS
QLCSS 013,0,0,QLCSS
QLCSS 010 Makai,2,2,QLCSS
QLCSS 013Q Hallway,0,0,QLCSS
QLCSS 010 Mauka,0,0,QLCSS
QLCSS 012,0,0,QLCSS
Crawford 212,1,1,Crawford Hall
Crawford 105 Makai,1,1,Crawford Hall
Crawford 113 Hallway,0,0,Crawford Hall
Crawford 220,0,0,Crawford Hall
Crawford 105 Mauka,0,0,Crawford Hall
Crawford 208 Hallway,0,0,Crawford Hall
Crawford 320,1,1,Crawford Hall
Crawford 114,1,1,Crawford Hall
Crawford 315 Hallway,1,1,Crawford Hall
Crawford 308 Hallway,2,2,Crawford Hall
Crawford 223 Hallway,2,2,Crawford Hall
Crawford 327 Hallway,0,0,Crawford Hall
Crawford 227 Hallway,0,0,Crawford Hall
Crawford 115 Makai,0,0,Crawford Hall
Kamakakuokalani 109 Outdoor,0,0,Hawaiian Studies (Kamakakuokalani)
QLCSS 101 DH,0,0,QLCSS
Kamakakuokalani 101B,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 210,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 105,0,0,Hawaiian Studies (Kamakakuokalani)
St John 616 Hallway,0,0,St. John
St John 614,0,0,St. John
St John 612 Hallway,0,0,St. John
St John 618A,0,0,St. John
Gartley 203,0,0,Gartley Hall
St John Garden 157,0,1,St. John
St John Garden 159,0,0,St. John
St John Garden 152,0,0,St. John
St John Garden 151,0,0,St. John
St John 317 Hallway,0,0,St. John
St John 011 DH,0,0,St. John
St John 002,1,2,St. John
St John 008,0,0,St. John
St John 102,1,1,St. John
St John 017,0,2,St. John
St John 212,0,0,St. John
St John 107,2,2,St. John
St John 111,0,0,St. John
St John 007,0,1,St. John
St John 203 Hallway,1,1,St. John
St John 606 Hallway,0,0,St. John
St John 115,1,2,St. John
St John 200B,0,0,St. John
St John 207,1,1,St. John
St John 206,1,3,St. John
St John 006,1,1,St. John
St John 205 Hallway,0,0,St. John
St John 112,0,1,St. John
St John 209,1,2,St. John
St John 103,0,1,St. John
St John 201,1,1,St. John
St John 110,0,0,St. John
St John 013,1,2,St. John
St John 402,0,0,St. John
St John 302,0,0,St. John
St John 308,4,4,St. John
Hawaii Hall 302E,0,0,Hawaii Hall
Gartley 101,0,0,Gartley Hall
Gartley 201 DH,0,0,Gartley Hall
Gartley 103 Ewa,0,0,Gartley Hall
Gartley 204,0,0,Gartley Hall
Gartley 214 Hallway,1,1,Gartley Hall
Gartley 205,0,0,Gartley Hall
Gartley 104,0,0,Gartley Hall
Gartley 102,0,0,Gartley Hall
Gartley 103 DH,0,0,Gartley Hall
Gartley 112,0,0,Gartley Hall
Gartley 201 Ewa,1,1,Gartley Hall
St John 603,1,1,St. John
St John 515 Hallway,0,0,St. John
St John 512 Hallway,0,0,St. John
St John 516 Hallway,1,1,St. John
St John 510 Hallway,0,0,St. John
St John 515B,1,1,St. John
St John 506,0,0,St. John
St John 507,0,0,St. John
St John 502,0,0,St. John
St John 505,0,0,St. John
St John 602,0,0,St. John
St John 607,0,0,St. John
Gartley 007 Hallway,1,1,Gartley Hall
Gartley 004,1,1,Gartley Hall
Gartley 018,0,0,Gartley Hall
Gartley 001,1,1,Gartley Hall
Gartley 002,0,0,Gartley Hall
Klum Gym Makai,0,0,Klum Gym
Klum Gym Mauka,0,0,Klum Gym
Ching 109A Hallway,1,1,Ching
Ching 112 Hallway,0,0,Ching
Ching Locker RM2,0,0,Ching
Ching 106 Hallway,1,1,Ching
Ching Locker RM1,0,0,Ching
Ching 114 Hallway,2,2,Ching
Ching Mauka Entrance,0,0,Ching
Ching 110C,3,3,Ching
Korean Studies 105 Hallway,0,0,Korean Studies
Korean Studies 204 Hallway,0,0,Korean Studies
Makai Campus 16-3,0,0,Makai Campus Portables
Makai Campus 14-3,0,0,Makai Campus Portables
Makai Campus 15-5,0,0,Makai Campus Portables
Biomed T503B Hallway,0,0,Biomed
Biomed T509A,0,0,Biomed
Biomed T506,0,0,Biomed
Biomed T503FA Hallway,0,0,Biomed
Biomed T514,0,0,Biomed
Biomed T511,1,1,Biomed
Biomed T509D,0,0,Biomed
Biomed T514A Hallway,0,0,Biomed
Biomed T501A,0,0,Biomed
Biomed T113,0,0,Biomed
Biomed T106,0,0,Biomed
Biomed T208 DH,0,0,Biomed
Biomed T208 Ewa,0,0,Biomed
Biomed T211,0,0,Biomed
Biomed T211A,0,0,Biomed
Biomed T110A Hallway,0,0,Biomed
Biomed T609,0,0,Biomed
Biomed T404G,0,0,Biomed
Biomed T401B,0,0,Biomed
Biomed T415,0,0,Biomed
Biomed T411,0,0,Biomed
Biomed E125,0,0,Biomed
Biomed E117 Hallway,1,1,Biomed
Biomed E106 Hallway,1,1,Biomed
Biomed E113 Hallway,0,0,Biomed
Biomed E110 Hallway,0,1,Biomed
Biomed E104 Hallway,2,2,Biomed
Biomed T102,0,0,Biomed
Biomed E101,0,1,Biomed
Biomed T110D Hallway,0,0,Biomed
Biomed T301,1,1,Biomed
Biomed T603E,0,0,Biomed
Biomed T603B,0,0,Biomed
Biomed T601,0,0,Biomed
Biomed T304A Hallway,0,0,Biomed
Biomed T304D Hallway,0,0,Biomed
Biomed T608A,0,0,Biomed
Biomed T705A,0,0,Biomed
Biomed T309A,1,1,Biomed
Biomed T312A,0,1,Biomed
Biomed T705B,0,0,Biomed
Biomed T312,0,0,Biomed
Biomed T408C,0,0,Biomed
Biomed T404I Hallway,0,0,Biomed
Biomed T410,0,0,Biomed
Biomed T409E,0,0,Biomed
Biomed T409 Hallway,0,0,Biomed
Biomed T603,0,0,Biomed
Biomed T701E,0,0,Biomed
Biomed T611,0,0,Biomed
Biomed T608,0,0,Biomed
Biomed T606,0,0,Biomed
Biomed T612,0,0,Biomed
Biomed T709C,1,2,Biomed
Makai Campus 13-4,0,0,Makai Campus Portables
Makai Campus 13-1A,0,1,Makai Campus Portables
Makai Campus 14-1,0,0,Makai Campus Portables
Makai Campus 16-1,0,0,Makai Campus Portables
Ilima 1226,3,4,Ilima
Ilima 1234,6,7,Ilima
Ilima 1230,2,6,Ilima
Ilima 1238,3,4,Ilima
Ilima 1136,2,5,Ilima
Ilima 1026,4,5,Ilima
Ilima 1030,5,5,Ilima
Ilima 928,6,10,Ilima
Ilima 932,5,6,Ilima
Ilima 936,2,4,Ilima
Ilima 939,1,2,Ilima
Ilima 826,3,4,Ilima
Ilima 830,3,5,Ilima
Ilima 834,2,3,Ilima
Ilima 838,3,4,Ilima
Ilima 728,4,6,Ilima
Ilima 732,3,4,Ilima
Ilima 736,3,6,Ilima
Ilima 739,2,2,Ilima
Ilima 626,9,13,Ilima
Ilima 634,3,3,Ilima
Ilima 630,7,7,Ilima
Ilima 638,2,4,Ilima
Ilima 528,5,6,Ilima
Ilima 532,2,3,Ilima
Ilima 539,1,1,Ilima
AgEngineering 114,1,1,Ag. Engineering
Ilima 332,2,2,Ilima
Ilima 339,2,2,Ilima
Ilima 336,2,3,Ilima
Ilima 328,1,1,Ilima
Ilima 426,8,8,Ilima
Ilima 430,6,8,Ilima
Ilima 438,1,1,Ilima
Ilima 434,5,9,Ilima
Ilima 1038,4,5,Ilima
AgSci 314N Hallway,0,0,Ag. Science
AgSci 302D Hallway,0,0,Ag. Science
AgSci 315,0,0,Ag. Science
AgSci 302J Hallway,0,1,Ag. Science
AgSci 318 Hallway,2,3,Ag. Science
AgSci 304 Hallway,0,1,Ag. Science
AgSci 312 Hallway,1,1,Ag. Science
AgSci 118,0,0,Ag. Science
Pope Lab 122,1,1,Pope Laboratory
Dean Hall 104,0,0,Dean Hall
Law School 233,0,2,Law School
Wist Hall 231 Hallway,1,1,Wist Hall
Athletics FB Locker RM1,0,0,Athletics
Athletics FB Locker RM2,0,0,Athletics
Gateway DH 702,3,4,Gateway
C-MORE Makai Entrance,1,6,C-MORE
Lokelani 463,1,1,Lokelani
Nagatani 25L Hallway,0,0,Nagatani
Lehua 1201,3,3,Lehua
Lehua 703,3,4,Lehua
Lehua 1103,2,3,Lehua
Lehua 1107,3,3,Lehua
Lehua 1114,2,2,Lehua
Lehua 1205,2,2,Lehua
Lehua 1111,0,0,Lehua
Lehua 1209,2,2,Lehua
Lehua 1213,2,2,Lehua
Lehua 1009,1,1,Lehua
Lehua 914,5,6,Lehua
Lehua 1005,3,4,Lehua
Lehua 1013,2,2,Lehua
Lehua 903,3,4,Lehua
Lehua 911,1,3,Lehua
Lehua 1001,3,4,Lehua
Lehua 907,3,4,Lehua
Lehua 707,3,5,Lehua
Lehua 714,1,2,Lehua
Lehua 801,5,6,Lehua
Lehua 805,4,4,Lehua
Lehua 813,1,2,Lehua
Lehua 809,1,1,Lehua
Lehua 711,3,5,Lehua
Lokelani 953,1,2,Lokelani
Lokelani 764,3,4,Lokelani
Lehua 311,1,2,Lehua
Lehua 609,6,8,Lehua
Lehua 613,3,3,Lehua
Lehua 503,3,3,Lehua
Lehua 511,2,3,Lehua
Lehua 507,2,2,Lehua
Lehua 605,4,6,Lehua
Lehua 514,3,4,Lehua
Lehua 601,0,0,Lehua
Lehua 314,0,0,Lehua
Lehua 307,0,0,Lehua
Lehua 409,0,0,Lehua
Lehua 405,0,0,Lehua
Lehua 413,2,2,Lehua
Lehua 401,3,3,Lehua
Lehua 303,0,0,Lehua
Hawaii Hall 302A/302B,0,0,Hawaii Hall
Lokelani 1055,3,3,Lokelani
Lokelani 1161,8,11,Lokelani
Lokelani 1153,5,8,Lokelani
Lokelani 1259,5,7,Lokelani
Lokelani 1157,7,8,Lokelani
Lokelani 1255,5,8,Lokelani
Lokelani 1263,1,2,Lokelani
Lokelani 1251,0,0,Lokelani
Lokelani 855,5,6,Lokelani
Lokelani 1063,2,3,Lokelani
Lokelani 1059,4,4,Lokelani
Lokelani 964,2,2,Lokelani
Lokelani 1051,6,8,Lokelani
Lokelani 961,7,8,Lokelani
Lokelani 957,2,3,Lokelani
Lokelani 859,4,7,Lokelani
Lokelani 863,4,4,Lokelani
Lokelani 761,4,5,Lokelani
Lokelani 851,4,6,Lokelani
Lokelani 651,1,1,Lokelani
Lokelani 561,5,7,Lokelani
Lokelani 753,3,6,Lokelani
Lokelani 757,6,8,Lokelani
Lokelani 564,5,7,Lokelani
Lokelani 659,1,3,Lokelani
Lokelani 663,1,1,Lokelani
Lokelani 553,6,9,Lokelani
Lokelani 655,1,1,Lokelani
Lokelani 557,6,8,Lokelani
Gilmore 107,1,1,Gilmore
Gilmore 605,0,0,Gilmore
Gilmore 106AA,0,0,Gilmore
Gilmore 115A,0,0,Gilmore
Gilmore 112 Hallway,2,2,Gilmore
Gilmore 212,0,0,Gilmore
Gilmore 110,0,0,Gilmore
Gilmore 108,0,0,Gilmore
Gilmore 105,1,1,Gilmore
Gilmore 100EA Hallway,0,0,Gilmore
CBA E501 DH,0,0,Shidler CBA
Gilmore 203,0,0,Gilmore
Gilmore 214,0,0,Gilmore
Gilmore 100EB Hallway,0,0,Gilmore
Gilmore 202,0,0,Gilmore
Gilmore 202E,0,0,Gilmore
Gilmore 209,0,0,Gilmore
Gilmore 207,0,0,Gilmore
Gilmore 210,0,0,Gilmore
Gilmore 308,0,0,Gilmore
Gilmore 307,0,0,Gilmore
Gilmore 404,0,0,Gilmore
Gilmore 503,0,0,Gilmore
Gilmore 506,0,0,Gilmore
Gilmore 609A,0,0,Gilmore
Gilmore 601A,0,0,Gilmore
Gilmore 603,0,0,Gilmore
Gilmore 607A,0,0,Gilmore
Gilmore 607,0,0,Gilmore
Gilmore 401,0,0,Gilmore
Gilmore 403,0,0,Gilmore
